CustomerID,Country,Customer_Rank,Revenue,Cumulative_Revenue_Pct,Revenue_Contribution_Pct
15544,United Kingdom,366,8162.43,55.66,0.05
14056,United Kingdom,367,8152.71,55.71,0.05
16672,United Kingdom,368,8134.94,55.75,0.05
14395,United Kingdom,369,8110.61,55.8,0.05
17593,United Kingdom,370,8092.32,55.84,0.05
17426,United Kingdom,371,8077.77,55.89,0.05
16767,United Kingdom,372,8056.76,55.93,0.05
16670,United Kingdom,373,8030.15,55.98,0.05
14525,United Kingdom,374,8026.54,56.03,0.05
16556,United Kingdom,375,8012.58,56.07,0.05
13869,United Kingdom,376,7996.87,56.12,0.05
15299,United Kingdom,377,7991.54,56.16,0.05
12428,Finland,378,7956.46,56.21,0.04
16303,United Kingdom,379,7928.27,56.25,0.04
14291,United Kingdom,380,7904.1,56.3,0.04
13871,United Kingdom,381,7885.85,56.34,0.04
14159,United Kingdom,382,7860.8,56.38,0.04
15622,United Kingdom,383,7852.61,56.43,0.04
17085,United Kingdom,384,7847.67,56.47,0.04
12757,Portugal,385,7834.65,56.52,0.04
12867,United Kingdom,386,7829.26,56.56,0.04
14282,United Kingdom,387,7821.76,56.61,0.04
16592,United Kingdom,388,7807.91,56.65,0.04
17409,United Kingdom,389,7793.51,56.69,0.04
17091,United Kingdom,390,7789.2,56.74,0.04
17730,United Kingdom,391,7773.8,56.78,0.04
15581,United Kingdom,392,7752.74,56.83,0.04
14800,United Kingdom,393,7747.17,56.87,0.04
17739,United Kingdom,394,7730.59,56.91,0.04
13534,United Kingdom,395,7720.9,56.96,0.04
17238,United Kingdom,396,7701.76,57.0,0.04
17696,United Kingdom,397,7679.59,57.04,0.04
14175,United Kingdom,398,7678.88,57.09,0.04
13141,United Kingdom,399,7656.08,57.13,0.04
14688,United Kingdom,400,7635.4,57.17,0.04
15046,United Kingdom,401,7623.79,57.22,0.04
14145,United Kingdom,402,7600.05,57.26,0.04
13373,United Kingdom,403,7587.19,57.3,0.04
13137,United Kingdom,404,7586.94,57.35,0.04
15301,United Kingdom,405,7583.04,57.39,0.04
13709,United Kingdom,406,7571.35,57.43,0.04
15179,United Kingdom,407,7491.92,57.47,0.04
12429,Denmark,408,7485.91,57.52,0.04
13815,Germany,409,7475.74,57.56,0.04
12841,United Kingdom,410,7464.19,57.6,0.04
16570,United Kingdom,411,7434.31,57.64,0.04
14243,United Kingdom,412,7431.05,57.68,0.04
17690,United Kingdom,413,7412.0,57.73,0.04
16242,United Kingdom,414,7404.65,57.77,0.04
17602,United Kingdom,415,7354.43,57.81,0.04
13082,United Kingdom,416,7335.75,57.85,0.04
16253,United Kingdom,417,7272.2,57.89,0.04
14092,United Kingdom,418,7229.45,57.93,0.04
16729,United Kingdom,419,7205.33,57.97,0.04
12712,Germany,420,7193.66,58.02,0.04
16745,United Kingdom,421,7180.7,58.06,0.04
14841,United Kingdom,422,7163.0,58.1,0.04
17965,United Kingdom,423,7157.2,58.14,0.04
15950,United Kingdom,424,7120.91,58.18,0.04
15521,United Kingdom,425,7098.24,58.22,0.04
14113,United Kingdom,426,7092.61,58.26,0.04
13451,United Kingdom,427,7090.06,58.3,0.04
13983,United Kingdom,428,7083.25,58.34,0.04
17231,United Kingdom,429,7064.8,58.38,0.04
17769,United Kingdom,430,7053.38,58.42,0.04
13183,United Kingdom,431,7036.18,58.46,0.04
17975,United Kingdom,432,7010.43,58.5,0.04
16938,United Kingdom,433,6995.36,58.54,0.04
13831,United Kingdom,434,6993.54,58.58,0.04
12662,Germany,435,6988.02,58.62,0.04
16717,United Kingdom,436,6970.93,58.65,0.04
13552,United Kingdom,437,6948.92,58.69,0.04
15674,United Kingdom,438,6948.23,58.73,0.04
16265,United Kingdom,439,6935.17,58.77,0.04
16187,United Kingdom,440,6911.44,58.81,0.04
13520,Switzerland,441,6909.4,58.85,0.04
12749,United Kingdom,442,6897.36,58.89,0.04
16170,United Kingdom,443,6869.0,58.93,0.04
15129,United Kingdom,444,6860.18,58.97,0.04
18231,United Kingdom,445,6854.17,59.01,0.04
16401,United Kingdom,446,6849.15,59.04,0.04
12613,Germany,447,6817.37,59.08,0.04
12830,United Kingdom,448,6814.64,59.12,0.04
16145,United Kingdom,449,6805.44,59.16,0.04
15413,United Kingdom,450,6798.72,59.2,0.04
12417,Belgium,451,6797.41,59.24,0.04
14401,United Kingdom,452,6795.9,59.28,0.04
15750,United Kingdom,453,6793.51,59.31,0.04
16456,United Kingdom,454,6788.34,59.35,0.04
13993,United Kingdom,455,6775.71,59.39,0.04
12779,Poland,456,6722.27,59.43,0.04
15321,United Kingdom,457,6709.73,59.47,0.04
14844,United Kingdom,458,6702.43,59.5,0.04
14388,United Kingdom,459,6701.0,59.54,0.04
12913,United Kingdom,460,6700.86,59.58,0.04
13734,United Kingdom,461,6695.69,59.62,0.04
16497,United Kingdom,462,6695.28,59.66,0.04
18118,United Kingdom,463,6693.13,59.69,0.04
13384,United Kingdom,464,6680.83,59.73,0.04
17700,United Kingdom,465,6679.97,59.77,0.04
14702,United Kingdom,466,6679.23,59.81,0.04
14461,United Kingdom,467,6676.91,59.84,0.04
17001,United Kingdom,468,6640.8,59.88,0.04
13953,United Kingdom,469,6640.68,59.92,0.04
14440,United Kingdom,470,6638.73,59.96,0.04
14562,United Kingdom,471,6638.15,60.0,0.04
13394,United Kingdom,472,6621.7,60.03,0.04
12626,Germany,473,6620.48,60.07,0.04
17819,United Kingdom,474,6612.52,60.11,0.04
12843,United Kingdom,475,6583.36,60.14,0.04
13015,United Kingdom,476,6579.78,60.18,0.04
13883,United Kingdom,477,6560.02,60.22,0.04
12836,United Kingdom,478,6559.73,60.26,0.04
14766,United Kingdom,479,6556.13,60.29,0.04
15332,Lithuania,480,6553.74,60.33,0.04
15980,United Kingdom,481,6543.68,60.37,0.04
14855,United Kingdom,482,6520.3,60.4,0.04
14221,United Kingdom,483,6517.49,60.44,0.04
17838,United Kingdom,484,6507.5,60.48,0.04
12823,United Kingdom,485,6501.5,60.51,0.04
17419,United Kingdom,486,6500.52,60.55,0.04
18061,United Kingdom,487,6488.97,60.59,0.04
13317,United Kingdom,488,6486.09,60.62,0.04
17873,United Kingdom,489,6470.28,60.66,0.04
14154,United Kingdom,490,6460.7,60.7,0.04
16940,United Kingdom,491,6427.66,60.73,0.04
16655,United Kingdom,492,6423.26,60.77,0.04
12656,France,493,6407.83,60.81,0.04
15514,United Kingdom,494,6392.06,60.84,0.04
18094,United Kingdom,495,6391.52,60.88,0.04
12406,Denmark,496,6390.36,60.91,0.04
14390,United Kingdom,497,6373.73,60.95,0.04
12356,Portugal,498,6371.73,60.99,0.04
14227,United Kingdom,499,6368.71,61.02,0.04
12484,Spain,500,6354.1,61.06,0.04
13590,United Kingdom,501,6336.04,61.09,0.04
18245,United Kingdom,502,6324.98,61.13,0.04
14180,United Kingdom,503,6319.25,61.17,0.04
13654,United Kingdom,504,6308.0,61.2,0.04
16710,United Kingdom,505,6291.77,61.24,0.04
15480,Malta,506,6279.0,61.27,0.04
13136,United Kingdom,507,6274.56,61.31,0.04
13615,United Kingdom,508,6272.53,61.34,0.04
14004,United Kingdom,509,6258.45,61.38,0.04
15369,United Kingdom,510,6251.26,61.41,0.04
12497,Germany,511,6248.5,61.45,0.04
17799,United Kingdom,512,6246.93,61.49,0.04
16735,United Kingdom,513,6217.41,61.52,0.04
13230,United Kingdom,514,6213.46,61.56,0.04
15673,United Kingdom,515,6204.32,61.59,0.04
13334,United Kingdom,516,6201.8,61.63,0.04
16103,United Kingdom,517,6191.71,61.66,0.04
16156,United Kingdom,518,6188.18,61.7,0.03
14534,United Kingdom,519,6187.66,61.73,0.03
14907,United Kingdom,520,6165.79,61.77,0.03
17669,United Kingdom,521,6142.35,61.8,0.03
13266,United Kingdom,522,6135.04,61.83,0.03
14852,United Kingdom,523,6132.43,61.87,0.03
13935,United Kingdom,524,6116.92,61.9,0.03
14560,United Kingdom,525,6114.03,61.94,0.03
18178,United Kingdom,526,6103.74,61.97,0.03
14530,United Kingdom,527,6088.87,62.01,0.03
17509,United Kingdom,528,6083.64,62.04,0.03
16954,United Kingdom,529,6081.88,62.08,0.03
12664,Finland,530,6070.04,62.11,0.03
17644,United Kingdom,531,6028.6,62.14,0.03
13658,United Kingdom,532,6025.5,62.18,0.03
15372,United Kingdom,533,6017.06,62.21,0.03
15202,United Kingdom,534,6001.49,62.25,0.03
12835,United Kingdom,535,5996.83,62.28,0.03
15755,United Kingdom,536,5993.12,62.31,0.03
14105,United Kingdom,537,5988.83,62.35,0.03
17457,United Kingdom,538,5984.81,62.38,0.03
17491,United Kingdom,539,5981.07,62.42,0.03
17625,United Kingdom,540,5978.9,62.45,0.03
14535,United Kingdom,541,5973.23,62.48,0.03
15785,United Kingdom,542,5969.93,62.52,0.03
14918,United Kingdom,543,5955.81,62.55,0.03
12500,Germany,544,5955.21,62.59,0.03
14257,United Kingdom,545,5954.45,62.62,0.03
17685,United Kingdom,546,5907.47,62.65,0.03
15971,United Kingdom,547,5902.83,62.69,0.03
12455,Cyprus,548,5879.95,62.72,0.03
18065,United Kingdom,549,5866.63,62.75,0.03
14210,United Kingdom,550,5861.52,62.79,0.03
17146,United Kingdom,551,5852.64,62.82,0.03
16011,United Kingdom,552,5838.96,62.85,0.03
14112,United Kingdom,553,5834.59,62.88,0.03
14189,United Kingdom,554,5814.39,62.92,0.03
13769,United Kingdom,555,5800.42,62.95,0.03
12910,United Kingdom,556,5796.52,62.98,0.03
17069,United Kingdom,557,5794.28,63.02,0.03
18075,United Kingdom,558,5783.29,63.05,0.03
17672,United Kingdom,559,5778.63,63.08,0.03
14099,United Kingdom,560,5750.91,63.11,0.03
15485,United Kingdom,561,5750.51,63.15,0.03
17863,United Kingdom,562,5745.2,63.18,0.03
16316,United Kingdom,563,5744.91,63.21,0.03
12615,France,564,5740.98,63.24,0.03
13771,United Kingdom,565,5728.82,63.28,0.03
